station,valid,tmpc,drct,sknt,skyc1
LGA,2023-01-01 00:15,7.78,0.00,0.00,VV 
LGA,2023-01-01 00:51,7.78,70.00,3.00,VV 
LGA,2023-01-01 01:51,8.33,0.00,0.00,VV 
LGA,2023-01-01 02:38,8.89,0.00,0.00,OVC
LGA,2023-01-01 02:51,8.33,0.00,0.00,OVC
LGA,2023-01-01 03:51,12.22,240.00,6.00,BKN
LGA,2023-01-01 04:51,12.22,190.00,6.00,BKN
LGA,2023-01-01 05:19,11.67,280.00,3.00,SCT
LGA,2023-01-01 05:51,11.67,220.00,6.00,SCT
LGA,2023-01-01 06:24,12.22,M,3.00,FEW
LGA,2023-01-01 06:51,12.22,250.00,10.00,SCT
LGA,2023-01-01 07:51,12.22,260.00,10.00,SCT
LGA,2023-01-01 08:51,12.22,270.00,9.00,FEW
LGA,2023-01-01 09:51,11.67,250.00,5.00,FEW
LGA,2023-01-01 10:51,11.67,250.00,10.00,FEW
LGA,2023-01-01 11:51,11.11,260.00,8.00,FEW
LGA,2023-01-01 12:51,10.00,300.00,8.00,FEW
LGA,2023-01-01 13:51,10.56,300.00,13.00,FEW
LGA,2023-01-01 14:51,10.56,310.00,11.00,FEW
LGA,2023-01-01 15:51,10.56,320.00,12.00,FEW
LGA,2023-01-01 16:51,10.56,320.00,10.00,FEW
LGA,2023-01-01 17:51,11.11,310.00,16.00,FEW
LGA,2023-01-01 18:51,11.67,310.00,12.00,FEW
LGA,2023-01-01 19:51,11.67,320.00,10.00,FEW
LGA,2023-01-01 20:51,10.56,310.00,9.00,FEW
LGA,2023-01-01 21:51,10.56,340.00,7.00,BKN
LGA,2023-01-01 22:51,10.00,20.00,3.00,FEW
LGA,2023-01-01 23:51,10.00,0.00,0.00,FEW
LGA,2023-01-02 00:51,10.00,260.00,6.00,FEW
LGA,2023-01-02 01:51,10.00,250.00,6.00,SCT
LGA,2023-01-02 02:51,10.56,270.00,6.00,BKN
LGA,2023-01-02 03:51,10.56,280.00,5.00,OVC
LGA,2023-01-02 04:51,10.00,0.00,0.00,BKN
LGA,2023-01-02 05:51,10.00,0.00,0.00,SCT
LGA,2023-01-02 06:51,10.56,300.00,6.00,BKN
LGA,2023-01-02 07:51,10.00,290.00,4.00,SCT
LGA,2023-01-02 08:51,9.44,300.00,5.00,SCT
LGA,2023-01-02 09:51,10.00,260.00,3.00,FEW
LGA,2023-01-02 10:51,10.00,300.00,6.00,FEW
LGA,2023-01-02 11:51,10.00,270.00,3.00,FEW
LGA,2023-01-02 12:51,10.00,260.00,5.00,FEW
LGA,2023-01-02 13:51,10.00,310.00,6.00,FEW
LGA,2023-01-02 14:51,10.00,310.00,6.00,FEW
LGA,2023-01-02 15:51,10.00,310.00,5.00,BKN
LGA,2023-01-02 16:51,11.11,330.00,3.00,BKN
LGA,2023-01-02 17:51,12.78,M,6.00,FEW
LGA,2023-01-02 18:51,13.33,M,3.00,FEW
LGA,2023-01-02 19:51,13.33,230.00,8.00,FEW
LGA,2023-01-02 20:51,12.78,190.00,6.00,FEW
LGA,2023-01-02 21:51,12.22,190.00,6.00,FEW
LGA,2023-01-02 22:51,12.22,210.00,6.00,SCT
LGA,2023-01-02 23:51,12.78,210.00,7.00,FEW
LGA,2023-01-03 00:51,12.78,210.00,8.00,SCT
LGA,2023-01-03 01:51,12.78,220.00,7.00,BKN
LGA,2023-01-03 02:12,12.22,220.00,9.00,BKN
LGA,2023-01-03 02:51,11.67,220.00,3.00,SCT
LGA,2023-01-03 03:51,11.11,180.00,4.00,SCT
LGA,2023-01-03 04:51,11.11,0.00,0.00,OVC
LGA,2023-01-03 05:51,10.56,110.00,4.00,OVC
LGA,2023-01-03 06:51,8.33,60.00,5.00,OVC
LGA,2023-01-03 07:51,6.67,50.00,8.00,OVC
LGA,2023-01-03 08:51,6.67,50.00,6.00,SCT
LGA,2023-01-03 09:16,6.67,60.00,6.00,FEW
LGA,2023-01-03 09:51,6.67,40.00,5.00,SCT
LGA,2023-01-03 10:51,6.67,60.00,8.00,SCT
LGA,2023-01-03 11:27,6.67,60.00,7.00,BKN
LGA,2023-01-03 11:51,6.11,50.00,7.00,BKN
LGA,2023-01-03 12:51,6.67,50.00,8.00,BKN
LGA,2023-01-03 13:51,7.22,30.00,4.00,BKN
LGA,2023-01-03 14:51,8.33,50.00,6.00,BKN
LGA,2023-01-03 15:44,7.78,0.00,0.00,OVC
LGA,2023-01-03 15:51,7.78,0.00,0.00,BKN
LGA,2023-01-03 16:49,9.00,90.00,5.00,BKN
LGA,2023-01-03 16:51,8.89,80.00,5.00,BKN
LGA,2023-01-03 17:00,8.89,50.00,4.00,BKN
LGA,2023-01-03 17:48,8.00,60.00,4.00,SCT
LGA,2023-01-03 17:51,8.33,70.00,4.00,BKN
LGA,2023-01-03 18:14,9.44,0.00,0.00,SCT
LGA,2023-01-03 18:51,11.67,230.00,6.00,FEW
LGA,2023-01-03 19:51,11.67,200.00,7.00,OVC
LGA,2023-01-03 20:04,11.67,190.00,8.00,OVC
LGA,2023-01-03 20:27,11.67,190.00,7.00,OVC
LGA,2023-01-03 20:39,11.67,190.00,6.00,OVC
LGA,2023-01-03 20:51,11.67,190.00,5.00,OVC
LGA,2023-01-03 21:21,11.67,180.00,7.00,OVC
LGA,2023-01-03 21:39,12.78,M,5.00,BKN
LGA,2023-01-03 21:51,12.22,0.00,0.00,BKN
LGA,2023-01-03 22:04,12.78,M,4.00,BKN
LGA,2023-01-03 22:37,11.67,150.00,6.00,SCT
LGA,2023-01-03 22:51,11.11,150.00,5.00,SCT
LGA,2023-01-03 23:23,10.56,0.00,0.00,FEW
LGA,2023-01-03 23:51,10.56,130.00,3.00,FEW
LGA,2023-01-04 00:39,10.56,150.00,4.00,SCT
LGA,2023-01-04 00:51,10.56,150.00,4.00,FEW
LGA,2023-01-04 01:51,10.56,150.00,4.00,FEW
LGA,2023-01-04 02:51,10.56,170.00,4.00,FEW
LGA,2023-01-04 03:51,10.56,180.00,3.00,SCT
LGA,2023-01-04 04:51,10.56,180.00,5.00,FEW
LGA,2023-01-04 05:51,10.56,180.00,7.00,OVC
LGA,2023-01-04 06:34,11.11,180.00,4.00,BKN
LGA,2023-01-04 06:43,10.56,170.00,6.00,FEW
LGA,2023-01-04 06:51,11.11,180.00,4.00,FEW
LGA,2023-01-04 07:27,10.00,0.00,0.00,BKN
LGA,2023-01-04 07:51,12.22,170.00,7.00,OVC
LGA,2023-01-04 08:44,13.33,210.00,9.00,SCT
LGA,2023-01-04 08:51,13.89,210.00,9.00,SCT
LGA,2023-01-04 09:51,13.89,230.00,7.00,OVC
LGA,2023-01-04 10:51,13.33,210.00,6.00,SCT
LGA,2023-01-04 11:51,13.89,210.00,9.00,SCT
LGA,2023-01-04 12:51,13.89,210.00,7.00,SCT
LGA,2023-01-04 13:51,14.44,230.00,8.00,FEW
LGA,2023-01-04 14:51,16.11,230.00,8.00,FEW
LGA,2023-01-04 15:51,16.67,0.00,0.00,FEW
LGA,2023-01-04 16:51,17.78,200.00,7.00,FEW
LGA,2023-01-04 17:51,18.33,190.00,8.00,FEW
LGA,2023-01-04 18:51,17.22,180.00,10.00,OVC
LGA,2023-01-04 19:51,16.67,190.00,7.00,FEW
LGA,2023-01-04 20:51,16.11,120.00,3.00,SCT
LGA,2023-01-04 21:51,15.56,160.00,5.00,BKN
LGA,2023-01-04 22:51,13.33,130.00,8.00,FEW
LGA,2023-01-04 23:51,12.78,150.00,5.00,FEW
LGA,2023-01-05 00:18,12.22,70.00,6.00,BKN
LGA,2023-01-05 00:51,9.44,50.00,10.00,OVC
LGA,2023-01-05 01:51,8.33,40.00,7.00,OVC
LGA,2023-01-05 02:07,7.78,50.00,12.00,SCT
LGA,2023-01-05 02:28,7.78,50.00,9.00,BKN
LGA,2023-01-05 02:37,7.22,50.00,10.00,OVC
LGA,2023-01-05 02:51,7.22,50.00,8.00,OVC
LGA,2023-01-05 03:15,7.22,50.00,8.00,OVC
LGA,2023-01-05 03:46,7.00,40.00,11.00,VV 
LGA,2023-01-05 03:51,7.22,40.00,10.00,VV 
LGA,2023-01-05 04:51,7.22,50.00,11.00,VV 
LGA,2023-01-05 05:51,6.67,30.00,8.00,OVC
LGA,2023-01-05 06:19,6.67,40.00,7.00,OVC
LGA,2023-01-05 06:45,7.00,30.00,6.00,OVC
LGA,2023-01-05 06:51,7.22,40.00,6.00,OVC
LGA,2023-01-05 07:14,7.22,40.00,5.00,OVC
LGA,2023-01-05 07:45,7.00,40.00,4.00,OVC
LGA,2023-01-05 07:51,7.22,40.00,4.00,OVC
LGA,2023-01-05 08:44,7.78,60.00,9.00,OVC
LGA,2023-01-05 08:51,7.78,80.00,7.00,OVC
LGA,2023-01-05 09:47,7.00,0.00,0.00,OVC
LGA,2023-01-05 09:51,7.22,0.00,0.00,OVC
LGA,2023-01-05 10:18,7.78,0.00,0.00,OVC
LGA,2023-01-05 10:34,8.33,10.00,3.00,OVC
LGA,2023-01-05 10:43,8.33,10.00,3.00,OVC
LGA,2023-01-05 10:51,8.33,360.00,4.00,OVC
LGA,2023-01-05 11:51,7.78,50.00,6.00,OVC
LGA,2023-01-05 12:03,7.78,60.00,6.00,OVC
LGA,2023-01-05 12:51,7.78,60.00,6.00,OVC
LGA,2023-01-05 13:51,7.78,40.00,6.00,VV 
LGA,2023-01-05 13:57,8.33,40.00,7.00,OVC
LGA,2023-01-05 14:22,7.78,50.00,6.00,OVC
LGA,2023-01-05 14:51,7.78,50.00,11.00,BKN
LGA,2023-01-05 15:06,7.78,50.00,9.00,FEW
LGA,2023-01-05 15:51,7.78,60.00,6.00,BKN
LGA,2023-01-05 16:51,7.78,60.00,8.00,BKN
LGA,2023-01-05 17:38,7.78,40.00,8.00,OVC
LGA,2023-01-05 17:51,7.78,40.00,6.00,OVC
LGA,2023-01-05 18:51,7.78,50.00,7.00,OVC
LGA,2023-01-05 19:51,8.33,40.00,9.00,OVC
LGA,2023-01-05 20:03,7.78,40.00,9.00,OVC
LGA,2023-01-05 20:51,7.78,30.00,8.00,OVC
LGA,2023-01-05 21:38,7.22,50.00,6.00,OVC
LGA,2023-01-05 21:51,7.78,40.00,4.00,OVC
LGA,2023-01-05 22:51,7.78,30.00,5.00,BKN
LGA,2023-01-05 23:05,7.78,70.00,7.00,BKN
LGA,2023-01-05 23:15,7.78,50.00,6.00,BKN
LGA,2023-01-05 23:26,7.78,40.00,6.00,OVC
LGA,2023-01-05 23:51,7.78,40.00,5.00,BKN
LGA,2023-01-06 00:51,7.22,70.00,8.00,OVC
LGA,2023-01-06 01:51,7.22,50.00,6.00,OVC
LGA,2023-01-06 02:27,7.22,40.00,8.00,OVC
LGA,2023-01-06 02:47,7.00,40.00,9.00,OVC
LGA,2023-01-06 02:51,6.67,40.00,8.00,OVC
LGA,2023-01-06 03:07,6.67,50.00,8.00,OVC
LGA,2023-01-06 03:42,6.67,50.00,9.00,OVC
LGA,2023-01-06 03:51,6.67,60.00,9.00,BKN
LGA,2023-01-06 04:09,6.67,50.00,7.00,OVC
LGA,2023-01-06 04:51,6.67,70.00,9.00,OVC
LGA,2023-01-06 05:51,6.67,40.00,5.00,OVC
LGA,2023-01-06 06:51,6.11,40.00,5.00,OVC
LGA,2023-01-06 07:11,6.11,30.00,5.00,OVC
LGA,2023-01-06 07:51,6.11,350.00,5.00,OVC
LGA,2023-01-06 08:23,6.11,20.00,6.00,OVC
LGA,2023-01-06 08:33,6.11,30.00,5.00,FEW
LGA,2023-01-06 08:51,5.56,40.00,7.00,SCT
LGA,2023-01-06 09:45,6.00,50.00,7.00,FEW
LGA,2023-01-06 09:51,5.56,50.00,6.00,FEW
LGA,2023-01-06 10:33,5.56,80.00,6.00,FEW
LGA,2023-01-06 10:51,5.56,80.00,4.00,FEW
LGA,2023-01-06 11:51,5.56,100.00,8.00,SCT
LGA,2023-01-06 12:51,6.67,110.00,5.00,SCT
LGA,2023-01-06 13:51,6.11,50.00,6.00,SCT
LGA,2023-01-06 14:51,6.11,40.00,4.00,FEW
LGA,2023-01-06 15:36,6.11,60.00,5.00,SCT
LGA,2023-01-06 15:51,6.11,70.00,5.00,SCT
LGA,2023-01-06 16:51,6.11,40.00,5.00,BKN
LGA,2023-01-06 17:51,6.67,70.00,6.00,FEW
LGA,2023-01-06 18:51,6.67,60.00,4.00,FEW
LGA,2023-01-06 19:33,7.78,M,3.00,FEW
LGA,2023-01-06 19:51,8.33,0.00,0.00,FEW
LGA,2023-01-06 20:51,8.89,290.00,10.00,FEW
LGA,2023-01-06 21:51,7.78,290.00,9.00,FEW
LGA,2023-01-06 22:51,7.78,290.00,10.00,BKN
LGA,2023-01-06 23:51,7.78,300.00,13.00,FEW
LGA,2023-01-07 00:51,6.67,300.00,10.00,FEW
LGA,2023-01-07 01:51,6.11,300.00,14.00,FEW
LGA,2023-01-07 02:51,6.11,300.00,14.00,FEW
LGA,2023-01-07 03:51,5.00,290.00,11.00,FEW
LGA,2023-01-07 04:51,5.00,290.00,11.00,SCT
LGA,2023-01-07 05:51,4.44,290.00,8.00,CLR
LGA,2023-01-07 06:51,4.44,290.00,11.00,FEW
LGA,2023-01-07 07:51,3.89,300.00,8.00,FEW
LGA,2023-01-07 08:51,3.89,290.00,11.00,CLR
LGA,2023-01-07 09:51,3.33,280.00,11.00,CLR
LGA,2023-01-07 10:51,3.33,290.00,10.00,FEW
LGA,2023-01-07 11:51,3.89,300.00,8.00,BKN
LGA,2023-01-07 12:51,3.89,300.00,9.00,BKN
LGA,2023-01-07 13:51,4.44,310.00,6.00,BKN
LGA,2023-01-07 14:51,4.44,300.00,11.00,BKN
LGA,2023-01-07 15:51,5.56,300.00,10.00,BKN
LGA,2023-01-07 16:51,6.67,310.00,9.00,BKN
LGA,2023-01-07 17:51,6.67,300.00,11.00,BKN
LGA,2023-01-07 18:51,6.67,300.00,11.00,BKN
LGA,2023-01-07 19:51,6.67,300.00,12.00,SCT
LGA,2023-01-07 20:51,6.67,310.00,11.00,BKN
LGA,2023-01-07 21:51,6.11,300.00,10.00,BKN
LGA,2023-01-07 22:51,6.11,290.00,10.00,FEW
LGA,2023-01-07 23:51,6.11,290.00,10.00,FEW
LGA,2023-01-08 00:51,5.56,300.00,10.00,FEW
LGA,2023-01-08 01:51,5.00,300.00,11.00,FEW
LGA,2023-01-08 02:51,5.00,310.00,9.00,FEW
LGA,2023-01-08 03:51,4.44,300.00,10.00,FEW
LGA,2023-01-08 04:51,4.44,320.00,11.00,FEW
LGA,2023-01-08 05:51,3.89,300.00,10.00,FEW
LGA,2023-01-08 06:51,3.33,320.00,13.00,CLR
LGA,2023-01-08 07:51,2.78,290.00,10.00,CLR
LGA,2023-01-08 08:51,2.78,330.00,10.00,CLR
LGA,2023-01-08 09:51,2.22,320.00,11.00,CLR
LGA,2023-01-08 10:51,2.22,320.00,9.00,CLR
LGA,2023-01-08 11:51,1.67,330.00,9.00,CLR
LGA,2023-01-08 12:51,0.56,20.00,7.00,FEW
LGA,2023-01-08 13:51,1.11,10.00,6.00,FEW
LGA,2023-01-08 14:51,2.22,360.00,8.00,FEW
LGA,2023-01-08 15:51,2.22,M,3.00,FEW
LGA,2023-01-08 16:51,3.89,320.00,5.00,FEW
LGA,2023-01-08 17:51,3.89,0.00,0.00,FEW
LGA,2023-01-08 18:51,3.89,90.00,4.00,FEW
LGA,2023-01-08 19:51,4.44,60.00,4.00,FEW
LGA,2023-01-08 20:51,4.44,70.00,5.00,SCT
LGA,2023-01-08 21:51,3.89,210.00,8.00,FEW
LGA,2023-01-08 22:51,3.33,180.00,9.00,FEW
LGA,2023-01-08 23:51,3.33,210.00,9.00,FEW
LGA,2023-01-09 00:51,3.33,170.00,7.00,FEW
LGA,2023-01-09 01:51,3.89,210.00,8.00,SCT
LGA,2023-01-09 02:51,3.89,210.00,7.00,SCT
LGA,2023-01-09 03:51,3.33,220.00,5.00,SCT
LGA,2023-01-09 04:51,3.89,210.00,8.00,BKN
LGA,2023-01-09 05:51,3.89,200.00,8.00,OVC
LGA,2023-01-09 06:51,3.89,170.00,3.00,FEW
LGA,2023-01-09 07:51,3.89,210.00,6.00,FEW
LGA,2023-01-09 08:18,3.33,220.00,6.00,FEW
LGA,2023-01-09 08:51,3.33,210.00,5.00,FEW
LGA,2023-01-09 09:42,3.33,340.00,6.00,BKN
LGA,2023-01-09 09:51,3.33,340.00,5.00,OVC
LGA,2023-01-09 10:51,3.33,310.00,6.00,OVC
LGA,2023-01-09 11:51,3.33,0.00,0.00,SCT
LGA,2023-01-09 12:51,3.89,320.00,8.00,SCT
LGA,2023-01-09 13:51,3.89,320.00,7.00,FEW
LGA,2023-01-09 14:51,3.89,320.00,8.00,FEW
LGA,2023-01-09 15:51,4.44,300.00,8.00,FEW
LGA,2023-01-09 16:51,5.56,310.00,10.00,FEW
LGA,2023-01-09 17:51,6.11,310.00,11.00,FEW
LGA,2023-01-09 18:51,6.67,310.00,12.00,FEW
LGA,2023-01-09 19:51,6.67,320.00,13.00,FEW
LGA,2023-01-09 20:51,6.67,320.00,9.00,FEW
LGA,2023-01-09 21:51,5.56,300.00,13.00,FEW
LGA,2023-01-09 22:51,5.00,310.00,14.00,CLR
LGA,2023-01-09 23:51,4.44,310.00,12.00,CLR
LGA,2023-01-10 00:51,4.44,310.00,12.00,CLR
LGA,2023-01-10 01:51,4.44,290.00,5.00,CLR
LGA,2023-01-10 02:51,4.44,290.00,11.00,CLR
LGA,2023-01-10 03:51,4.44,270.00,9.00,CLR
LGA,2023-01-10 04:51,4.44,310.00,12.00,CLR
LGA,2023-01-10 05:51,3.89,300.00,10.00,CLR
LGA,2023-01-10 06:51,3.89,300.00,8.00,SCT
LGA,2023-01-10 07:51,3.89,290.00,8.00,BKN
LGA,2023-01-10 08:51,3.89,300.00,7.00,BKN
LGA,2023-01-10 09:51,3.89,300.00,7.00,OVC
LGA,2023-01-10 10:51,3.89,320.00,8.00,OVC
LGA,2023-01-10 11:51,3.89,320.00,9.00,OVC
LGA,2023-01-10 12:51,4.44,280.00,7.00,BKN
LGA,2023-01-10 13:51,4.44,300.00,6.00,BKN
LGA,2023-01-10 14:51,4.44,280.00,8.00,OVC
LGA,2023-01-10 15:51,5.00,280.00,7.00,OVC
LGA,2023-01-10 16:51,5.00,280.00,6.00,OVC
LGA,2023-01-10 17:51,5.00,310.00,6.00,OVC
LGA,2023-01-10 18:51,5.00,290.00,8.00,OVC
LGA,2023-01-10 19:51,5.00,290.00,6.00,FEW
LGA,2023-01-10 20:51,5.00,300.00,5.00,OVC
LGA,2023-01-10 21:51,5.00,310.00,6.00,OVC
LGA,2023-01-10 22:51,5.00,300.00,10.00,OVC
LGA,2023-01-10 23:51,5.00,330.00,8.00,OVC
LGA,2023-01-11 00:51,5.00,320.00,12.00,OVC
LGA,2023-01-11 01:51,4.44,340.00,7.00,OVC
LGA,2023-01-11 02:51,4.44,330.00,8.00,OVC
LGA,2023-01-11 03:51,4.44,330.00,9.00,OVC
LGA,2023-01-11 04:51,4.44,360.00,7.00,OVC
LGA,2023-01-11 05:51,3.89,40.00,7.00,OVC
LGA,2023-01-11 06:51,3.33,70.00,9.00,OVC
LGA,2023-01-11 07:51,2.78,70.00,8.00,OVC
LGA,2023-01-11 08:51,2.22,50.00,10.00,OVC
LGA,2023-01-11 09:51,2.22,40.00,9.00,OVC
LGA,2023-01-11 10:51,1.67,50.00,11.00,OVC
LGA,2023-01-11 11:51,1.67,50.00,12.00,BKN
LGA,2023-01-11 12:51,1.67,70.00,11.00,BKN
LGA,2023-01-11 13:51,1.67,60.00,9.00,BKN
LGA,2023-01-11 14:51,2.78,50.00,8.00,BKN
LGA,2023-01-11 15:51,2.22,40.00,9.00,BKN
LGA,2023-01-11 16:51,2.78,40.00,9.00,BKN
LGA,2023-01-11 17:51,2.78,40.00,9.00,BKN
LGA,2023-01-11 18:51,3.33,50.00,8.00,BKN
LGA,2023-01-11 19:51,3.89,40.00,6.00,FEW
LGA,2023-01-11 20:51,3.33,60.00,6.00,FEW
LGA,2023-01-11 21:51,3.33,50.00,9.00,SCT
LGA,2023-01-11 22:51,3.89,70.00,6.00,FEW
LGA,2023-01-11 23:51,3.33,70.00,9.00,FEW
LGA,2023-01-12 00:51,3.89,100.00,9.00,FEW
LGA,2023-01-12 01:51,2.78,70.00,5.00,SCT
LGA,2023-01-12 02:51,2.78,90.00,9.00,FEW
LGA,2023-01-12 03:51,2.22,90.00,7.00,OVC
LGA,2023-01-12 04:51,2.22,60.00,7.00,OVC
LGA,2023-01-12 05:51,2.78,80.00,5.00,BKN
LGA,2023-01-12 06:05,2.78,70.00,8.00,BKN
LGA,2023-01-12 06:51,3.33,80.00,7.00,OVC
LGA,2023-01-12 07:51,3.33,70.00,5.00,OVC
LGA,2023-01-12 08:51,3.33,50.00,7.00,BKN
LGA,2023-01-12 09:51,3.89,70.00,6.00,OVC
LGA,2023-01-12 10:51,3.89,50.00,7.00,BKN
LGA,2023-01-12 11:51,3.89,40.00,8.00,BKN
LGA,2023-01-12 12:51,4.44,60.00,9.00,BKN
LGA,2023-01-12 13:51,5.00,60.00,10.00,FEW
LGA,2023-01-12 14:51,5.00,60.00,9.00,FEW
LGA,2023-01-12 15:29,5.00,40.00,9.00,FEW
LGA,2023-01-12 15:51,5.56,40.00,8.00,FEW
LGA,2023-01-12 16:51,5.56,50.00,9.00,FEW
LGA,2023-01-12 17:23,6.11,40.00,11.00,FEW
LGA,2023-01-12 17:47,6.00,50.00,10.00,BKN
LGA,2023-01-12 17:51,6.11,50.00,11.00,BKN
LGA,2023-01-12 18:13,6.11,40.00,12.00,SCT
LGA,2023-01-12 18:51,6.11,40.00,12.00,SCT
LGA,2023-01-12 19:20,7.22,50.00,11.00,SCT
LGA,2023-01-12 19:51,6.67,50.00,12.00,FEW
LGA,2023-01-12 20:51,6.67,50.00,12.00,FEW
LGA,2023-01-12 21:07,7.22,50.00,11.00,FEW
LGA,2023-01-12 21:40,12.22,130.00,11.00,FEW
LGA,2023-01-12 21:51,12.22,130.00,13.00,FEW
LGA,2023-01-12 22:18,12.22,140.00,16.00,OVC
LGA,2023-01-12 22:51,12.22,160.00,11.00,BKN
LGA,2023-01-12 23:14,11.67,190.00,18.00,BKN
LGA,2023-01-12 23:36,11.67,140.00,9.00,BKN
LGA,2023-01-12 23:51,12.22,180.00,16.00,BKN
LGA,2023-01-13 00:03,11.67,180.00,15.00,OVC
LGA,2023-01-13 00:17,11.11,170.00,14.00,OVC
LGA,2023-01-13 00:35,11.11,170.00,12.00,OVC
LGA,2023-01-13 00:48,11.00,180.00,6.00,OVC
LGA,2023-01-13 00:51,11.11,170.00,12.00,OVC
LGA,2023-01-13 01:51,11.67,180.00,14.00,OVC
LGA,2023-01-13 02:47,12.00,180.00,11.00,OVC
LGA,2023-01-13 02:51,11.67,180.00,10.00,OVC
LGA,2023-01-13 03:11,12.22,180.00,12.00,OVC
LGA,2023-01-13 03:47,12.00,180.00,12.00,OVC
LGA,2023-01-13 03:51,12.22,190.00,15.00,OVC
LGA,2023-01-13 04:51,11.67,180.00,13.00,OVC
LGA,2023-01-13 05:26,11.67,180.00,12.00,SCT
LGA,2023-01-13 05:51,11.67,170.00,8.00,FEW
LGA,2023-01-13 06:51,11.67,170.00,13.00,SCT
LGA,2023-01-13 07:05,12.22,180.00,14.00,BKN
LGA,2023-01-13 07:13,12.78,170.00,14.00,SCT
LGA,2023-01-13 07:51,12.22,200.00,11.00,FEW
LGA,2023-01-13 08:17,12.22,180.00,8.00,FEW
LGA,2023-01-13 08:51,11.11,160.00,13.00,FEW
LGA,2023-01-13 09:45,11.00,180.00,8.00,FEW
LGA,2023-01-13 09:51,10.56,170.00,8.00,FEW
LGA,2023-01-13 10:47,11.00,180.00,9.00,OVC
LGA,2023-01-13 10:51,10.56,180.00,8.00,OVC
LGA,2023-01-13 11:08,10.56,170.00,8.00,FEW
LGA,2023-01-13 11:51,10.00,190.00,10.00,FEW
LGA,2023-01-13 12:51,10.00,170.00,9.00,SCT
LGA,2023-01-13 13:51,10.00,190.00,8.00,BKN
LGA,2023-01-13 14:51,11.67,200.00,7.00,BKN
LGA,2023-01-13 15:51,12.78,180.00,10.00,BKN
LGA,2023-01-13 16:51,12.22,180.00,7.00,BKN
LGA,2023-01-13 17:25,12.22,260.00,13.00,BKN
LGA,2023-01-13 17:51,12.22,260.00,10.00,BKN
LGA,2023-01-13 18:51,11.11,290.00,17.00,BKN
LGA,2023-01-13 18:59,10.00,300.00,15.00,BKN
LGA,2023-01-13 19:51,8.33,310.00,17.00,BKN
LGA,2023-01-13 20:41,7.78,310.00,15.00,FEW
LGA,2023-01-13 20:51,7.22,320.00,14.00,FEW
LGA,2023-01-13 21:51,6.11,300.00,14.00,FEW
LGA,2023-01-13 22:51,5.00,310.00,15.00,BKN
LGA,2023-01-13 22:58,5.00,310.00,17.00,BKN
LGA,2023-01-13 23:41,5.00,320.00,12.00,BKN
LGA,2023-01-13 23:51,5.00,330.00,15.00,BKN
LGA,2023-01-14 00:23,5.00,320.00,11.00,OVC
LGA,2023-01-14 00:51,5.00,330.00,10.00,OVC
LGA,2023-01-14 01:33,4.44,330.00,14.00,OVC
LGA,2023-01-14 01:51,4.44,330.00,13.00,BKN
LGA,2023-01-14 02:51,4.44,340.00,11.00,OVC
LGA,2023-01-14 03:51,3.89,10.00,15.00,SCT
LGA,2023-01-14 04:51,3.33,10.00,15.00,OVC
LGA,2023-01-14 05:51,2.78,360.00,16.00,FEW
LGA,2023-01-14 06:51,2.22,10.00,15.00,OVC
LGA,2023-01-14 07:51,2.22,340.00,17.00,SCT
LGA,2023-01-14 08:51,1.67,340.00,18.00,SCT
LGA,2023-01-14 09:36,1.11,350.00,19.00,FEW
LGA,2023-01-14 09:51,1.11,350.00,19.00,FEW
LGA,2023-01-14 10:51,0.56,360.00,11.00,FEW
LGA,2023-01-14 11:39,1.11,350.00,17.00,FEW
LGA,2023-01-14 11:51,0.56,360.00,20.00,FEW
LGA,2023-01-14 12:51,0.56,350.00,16.00,FEW
LGA,2023-01-14 13:51,0.56,350.00,12.00,SCT
LGA,2023-01-14 14:51,0.56,350.00,16.00,SCT
LGA,2023-01-14 15:51,0.56,360.00,16.00,FEW
LGA,2023-01-14 15:58,0.56,350.00,15.00,BKN
LGA,2023-01-14 16:32,0.56,360.00,17.00,SCT
LGA,2023-01-14 16:51,0.56,10.00,14.00,FEW
LGA,2023-01-14 17:13,1.11,360.00,14.00,FEW
LGA,2023-01-14 17:51,1.11,360.00,14.00,SCT
LGA,2023-01-14 18:51,1.67,10.00,16.00,FEW
LGA,2023-01-14 19:51,1.67,360.00,12.00,FEW
LGA,2023-01-14 20:51,1.11,350.00,16.00,BKN
LGA,2023-01-14 21:51,0.56,360.00,12.00,BKN
LGA,2023-01-14 22:30,0.56,350.00,16.00,BKN
LGA,2023-01-14 22:51,0.56,350.00,14.00,SCT
LGA,2023-01-14 23:17,0.56,360.00,12.00,BKN
LGA,2023-01-14 23:51,0.56,360.00,17.00,SCT
LGA,2023-01-15 00:51,0.00,360.00,21.00,BKN
LGA,2023-01-15 01:00,0.00,360.00,19.00,BKN
LGA,2023-01-15 01:51,0.00,360.00,17.00,BKN
LGA,2023-01-15 02:29,0.00,350.00,18.00,BKN
LGA,2023-01-15 02:51,0.00,360.00,19.00,OVC
LGA,2023-01-15 03:22,0.00,360.00,18.00,SCT
LGA,2023-01-15 03:51,0.00,350.00,19.00,OVC
LGA,2023-01-15 04:29,-0.61,360.00,19.00,BKN
LGA,2023-01-15 04:51,-0.61,360.00,22.00,OVC
LGA,2023-01-15 05:51,-0.61,350.00,24.00,SCT
LGA,2023-01-15 06:51,-0.61,350.00,22.00,FEW
LGA,2023-01-15 07:51,-0.61,360.00,21.00,OVC
